coding_hours,commits_per_day,lines_of_code,bugs_fixed,sleep_hours,distractions,task_completion_rate,meetings_per_day,break_time,focus_score,productivity_level
5.12,4.09,238,1.44,7.79,0.17,0.3966,1.57,40.03,73.06,Medium
6.08,4.64,256,1.54,7.72,3.52,0.7582,1.53,44.77,73.72,Medium
6.28,2.54,205,1.4,8.17,3.95,0.5543,3.31,35.54,47.59,Medium
3.62,2.66,202,0.82,6.37,3.69,0.5304,2.94,29.66,37.25,Low
2.12,0.0,24,1.2,6.13,6.56,0.298,2.34,33.81,23.49,Low
2.33,2.87,138,1.18,8.55,5.65,0.3863,0.35,21.82,42.15,Low
2.22,1.18,84,1.03,6.54,7.02,0.2575,2.55,17.07,50.88,Low
7.02,3.94,223,2.61,7.65,0.0,0.6015,2.41,32.21,70.23,Medium
4.4,1.13,142,1.19,6.87,3.25,0.5792,0.0,24.35,42.34,Medium
2.95,0.0,112,0.0,5.93,5.78,0.3201,2.5,17.84,37.51,Low
3.42,2.02,106,0.0,8.14,6.34,0.3835,1.68,46.7,59.22,Low
4.83,0.56,189,1.45,6.78,5.11,0.4891,1.66,53.78,75.27,Medium
2.08,0.84,103,0.41,5.82,6.55,0.5069,1.26,23.64,44.14,Low
3.19,1.71,47,0.41,6.23,5.66,0.482,2.1,26.81,11.07,Low
4.99,2.56,165,1.18,5.52,4.14,0.6672,3.32,29.34,56.63,Medium
5.08,4.32,164,3.26,6.6,3.54,0.5982,1.48,42.3,63.02,Medium
2.35,2.26,103,0.0,5.97,6.91,0.4276,3.12,40.52,44.64,Low
0.47,0.64,114,0.0,7.26,4.33,0.2842,1.33,9.87,50.2,Low
5.78,2.38,172,1.45,6.58,5.93,0.5218,2.69,35.92,57.05,Medium
0.53,0.0,17,0.0,6.99,7.48,0.142,2.44,9.69,15.93,Low
0.15,0.0,88,0.13,7.42,7.04,0.036,2.77,40.55,20.03,Low
3.4,0.0,46,0.89,7.27,5.09,0.462,2.22,30.81,36.01,Low
3.1,1.12,104,1.86,6.72,3.29,0.3877,2.71,20.7,57.45,Low
5.89,0.43,286,0.04,7.27,3.56,0.6818,0.0,29.14,47.0,Medium
7.69,4.26,227,1.73,6.52,2.29,0.8832,0.14,34.49,76.69,Medium
6.54,3.04,164,2.03,7.32,0.16,0.7272,2.16,39.54,65.9,Medium
2.04,0.09,167,1.49,6.23,4.94,0.5293,0.0,39.62,63.46,Low
5.42,2.38,65,2.74,7.55,6.42,0.4347,1.48,18.42,49.3,Low
2.31,1.21,60,0.96,8.56,7.35,0.4853,2.25,43.37,17.41,Low
3.52,2.2,234,0.94,7.39,4.28,0.5006,1.18,45.96,56.19,Medium
3.59,1.24,65,0.06,5.26,5.5,0.4725,1.4,19.8,67.05,Low
2.51,3.08,97,0.81,6.87,3.68,0.4996,2.17,32.34,61.96,Low
2.84,1.44,24,0.0,6.68,6.46,0.2414,3.26,42.97,29.71,Low
3.8,3.09,227,1.94,7.33,6.53,0.6516,0.89,44.93,46.97,Medium
5.44,3.47,318,2.43,7.18,4.15,0.8283,0.97,34.3,63.46,Medium
1.96,2.11,121,0.0,7.14,5.94,0.3993,1.3,37.6,68.4,Low
6.14,3.8,209,0.97,6.21,3.66,0.4365,0.0,61.98,52.75,Medium
4.63,2.44,261,2.25,6.59,5.09,0.511,1.93,34.5,53.73,Medium
5.04,3.5,189,0.96,7.32,3.07,0.5394,3.06,21.67,42.4,Medium
3.81,1.81,158,1.63,6.3,4.29,0.4835,2.95,32.84,50.19,Low
1.98,2.05,59,1.32,7.44,5.86,0.4686,1.13,32.53,65.87,Low
2.86,1.47,125,2.38,5.95,5.96,0.6646,0.72,25.24,41.32,Low
3.94,1.06,71,0.57,8.03,7.16,0.2332,2.25,30.55,50.21,Low
3.86,0.29,142,0.71,6.39,5.41,0.4322,2.82,17.58,51.59,Low
4.34,2.2,182,0.67,7.07,3.96,0.5227,2.01,25.83,69.54,Medium
7.09,3.08,311,2.36,7.99,3.63,0.952,1.85,44.84,87.59,Medium
6.52,3.57,278,0.0,7.03,2.13,0.8912,2.85,17.25,65.24,Medium
9.65,6.22,315,2.58,8.19,0.5,1.0,0.61,49.8,79.15,Medium
4.2,1.49,133,0.22,7.08,6.24,0.4249,2.01,6.04,39.15,Low
5.31,0.94,234,0.61,8.2,3.95,0.6164,3.37,17.05,62.14,Medium
2.78,4.32,167,0.4,7.72,1.99,0.7314,1.75,25.93,36.18,Medium
7.88,5.58,361,3.4,7.96,2.4,0.9647,0.08,43.82,98.37,Medium
2.7,0.01,88,0.54,6.48,7.37,0.4237,1.57,39.21,40.33,Low
1.16,0.9,165,0.41,8.46,6.14,0.3215,1.31,26.38,25.77,Low
1.65,1.28,45,0.77,7.46,9.46,0.3533,2.54,24.54,20.33,Low
0.16,0.0,10,0.0,5.2,7.16,0.2415,1.74,25.18,0.0,Low
2.89,1.41,103,1.57,6.82,5.25,0.4488,2.43,18.66,49.82,Low
2.52,0.25,107,0.49,6.35,5.55,0.4933,1.49,27.6,32.42,Low
3.39,1.82,213,0.0,6.97,4.66,0.5556,0.0,18.76,47.71,Low
4.41,1.83,176,2.58,6.19,3.99,0.4835,2.2,32.53,60.01,Medium
6.64,3.38,243,2.8,7.61,0.08,0.8169,1.59,38.08,72.98,Medium
6.97,3.57,260,1.29,8.92,2.75,0.7004,2.23,26.71,69.72,Medium
4.09,1.72,134,0.0,7.17,5.72,0.322,1.5,28.77,42.3,Low
0.0,1.17,10,0.6,4.56,8.19,0.2096,1.49,27.09,35.68,Low
3.87,3.56,189,1.3,8.22,7.57,0.7185,2.25,44.21,41.65,Medium
0.0,0.34,10,1.2,7.21,8.98,0.1815,3.92,7.34,22.0,Low
6.88,4.21,270,2.19,7.63,1.09,0.8801,1.46,38.4,83.5,Medium
6.26,4.61,208,1.27,8.16,2.19,0.7655,2.07,28.29,60.87,Medium
1.32,0.0,145,1.34,6.08,5.46,0.3473,1.82,36.35,55.02,Low
0.0,0.0,18,0.37,5.77,10.25,0.3025,0.97,28.97,47.77,Low
5.5,3.07,207,2.22,8.88,2.72,0.6591,2.56,41.85,76.87,Medium
4.02,2.91,176,1.45,6.73,3.18,0.5033,2.94,22.39,63.21,Medium
6.56,4.8,192,1.96,6.12,2.39,0.7722,2.34,45.04,75.77,Medium
0.0,0.1,36,0.0,6.15,8.53,0.1757,2.3,6.73,20.74,Low
3.01,2.17,69,1.45,6.64,6.93,0.2504,2.78,9.65,43.01,Low
3.35,1.13,136,1.5,7.96,4.69,0.5881,2.89,17.27,70.21,Low
3.77,2.42,174,0.9,7.03,5.95,0.5837,3.61,29.9,45.47,Low
5.11,1.2,135,1.72,6.44,2.27,0.3424,3.12,34.5,32.86,Low
6.85,3.78,253,0.0,8.15,4.22,0.6953,1.88,3.35,48.0,Medium
0.31,0.28,61,1.79,6.56,7.89,0.324,1.01,37.89,31.81,Low
4.71,1.4,151,0.0,6.33,3.96,0.3435,2.2,30.6,37.83,Low
5.21,2.72,142,0.59,7.98,3.57,0.4387,2.22,14.92,68.54,Medium
3.65,3.65,198,1.38,7.41,1.43,0.7167,2.55,33.58,59.88,Medium
6.41,2.4,225,1.45,7.36,6.32,0.6733,3.14,44.48,70.39,Medium
3.6,0.25,56,0.91,6.58,5.61,0.2186,2.24,30.37,30.14,Low
0.0,0.0,10,0.0,5.38,7.66,0.1073,4.56,33.32,15.59,Low
5.45,1.42,265,2.23,7.22,3.99,0.704,0.0,22.73,56.07,Medium
5.89,2.7,191,0.8,7.17,6.77,0.522,2.32,27.52,45.9,Medium
2.83,1.49,63,0.64,6.47,5.89,0.2657,1.43,17.01,42.25,Low
7.76,4.59,223,2.19,8.79,1.86,0.6361,0.0,54.93,78.47,Medium
4.64,0.22,218,1.17,7.23,5.09,0.6371,1.76,36.97,57.77,Medium
6.83,3.42,264,1.5,8.27,5.16,0.8329,0.19,64.37,52.8,Medium
2.54,0.0,146,0.65,7.04,4.64,0.3862,1.82,25.66,51.01,Low
9.38,6.46,269,2.88,8.88,0.48,0.9258,1.42,33.06,70.65,Medium
8.91,3.55,258,3.16,8.2,0.06,0.7608,2.59,37.35,80.34,Medium
3.23,2.88,182,0.32,6.89,3.54,0.4241,0.57,42.54,51.06,Low
5.89,4.4,233,1.08,7.48,4.84,0.6598,2.62,31.2,52.85,Medium
3.45,2.07,180,2.01,6.56,3.55,0.5863,1.9,34.47,69.36,Medium
7.35,2.92,280,2.07,8.09,2.04,0.974,2.62,37.81,93.92,Medium
2.76,0.9,40,0.89,6.49,5.37,0.263,1.86,25.57,43.87,Low
5.3,2.18,265,0.82,6.94,4.1,0.5564,0.46,26.91,58.66,Medium
7.47,3.69,289,0.42,8.41,3.05,0.6354,0.46,33.92,62.71,Medium
0.08,0.0,10,0.0,5.12,7.23,0.2526,1.24,19.41,21.53,Low
2.31,0.0,30,0.0,6.07,8.8,0.0981,2.83,24.01,24.64,Low
0.0,0.0,10,0.0,6.8,10.37,0.0159,4.09,29.24,21.94,Low
3.43,1.82,69,0.27,7.12,2.99,0.5908,1.52,46.26,34.57,Low
5.23,2.51,154,2.17,7.32,4.42,0.6679,2.41,25.18,41.87,Medium
7.28,3.7,276,1.97,7.95,1.58,0.8197,0.03,33.59,74.73,Medium
3.7,2.81,143,1.18,7.18,4.52,0.728,2.16,22.12,51.32,Medium
7.1,5.62,226,2.43,6.6,3.02,0.8504,2.18,40.01,68.72,Medium
2.23,0.0,28,0.05,6.03,6.75,0.1532,0.97,17.72,16.47,Low
0.07,0.0,34,0.0,7.44,7.9,0.1311,2.31,23.88,27.35,Low
1.96,2.42,167,1.36,6.44,6.09,0.3753,2.73,40.76,39.27,Low
6.87,1.22,105,0.67,6.94,4.87,0.7024,0.0,6.66,54.37,Medium
5.59,2.17,142,2.09,6.55,4.08,0.5509,3.35,34.75,67.16,Medium
0.0,0.0,10,0.0,5.9,7.16,0.199,2.97,15.06,25.5,Low
4.65,2.55,179,0.0,6.49,2.97,0.6035,2.74,34.16,34.97,Medium
0.79,0.0,77,0.11,6.74,5.68,0.1977,1.98,14.51,17.68,Low
5.66,2.24,168,0.85,7.49,6.94,0.5395,0.08,45.31,61.56,Medium
5.09,1.67,149,1.83,7.8,3.26,0.5681,2.42,40.97,41.75,Medium
1.84,0.69,56,2.02,5.69,4.62,0.2247,2.2,30.98,15.88,Low
2.03,1.71,19,0.0,6.47,6.25,0.4137,2.19,35.36,47.62,Low
1.05,1.91,79,0.42,6.29,6.42,0.4014,3.41,17.25,37.32,Low
2.78,1.41,134,0.0,7.33,4.8,0.4707,2.78,23.49,53.57,Low
4.91,2.94,265,2.13,6.84,5.68,0.706,3.63,42.3,66.96,Medium
1.95,1.67,27,0.0,7.24,7.3,0.2935,2.45,17.39,34.56,Low
4.15,3.05,166,0.9,8.2,3.45,0.6811,1.16,46.98,50.94,Medium
3.76,2.47,47,0.0,5.94,5.16,0.3272,1.97,24.11,47.21,Low
4.2,1.1,46,0.95,6.21,5.44,0.1218,2.65,31.05,53.41,Low
3.09,0.68,94,1.72,6.52,6.47,0.5257,3.05,50.46,43.38,Low
2.22,0.0,107,0.19,8.59,6.09,0.3917,0.84,17.76,24.26,Low
3.49,0.0,78,0.0,6.38,3.14,0.4339,2.17,27.92,30.34,Low
2.17,0.87,59,1.31,7.74,6.72,0.1964,3.97,34.55,23.36,Low
8.02,6.14,292,1.97,6.97,0.0,0.7794,1.17,49.34,81.5,Medium
4.96,3.9,102,0.0,6.23,8.22,0.5565,2.92,26.9,29.13,Low
3.18,1.79,87,0.81,6.1,4.6,0.3742,2.7,21.33,43.9,Low
2.94,3.48,191,0.29,6.43,4.44,0.5302,2.89,28.74,59.65,Low
4.82,1.25,93,1.7,6.73,5.56,0.6598,1.22,43.92,30.33,Low
4.62,0.51,165,0.52,6.32,4.9,0.3611,1.26,26.1,36.89,Low
4.31,3.77,165,1.97,6.65,3.64,0.8003,1.84,33.85,60.01,Medium
5.56,3.55,191,2.73,8.31,4.5,0.6547,0.24,29.52,59.93,Medium
3.76,1.31,129,0.0,7.71,8.09,0.2103,1.89,34.4,47.24,Low
2.6,1.52,77,0.09,7.47,7.01,0.3669,2.43,28.68,39.95,Low
4.74,1.91,129,0.72,7.28,7.63,0.5409,3.87,18.59,58.52,Low
2.23,0.0,10,0.39,5.92,6.88,0.0031,3.09,8.8,12.26,Low
0.03,1.02,34,0.0,5.84,7.75,0.0495,3.08,2.44,17.44,Low
5.08,4.59,164,1.62,6.92,3.18,0.7569,2.75,28.52,59.87,Medium
7.65,5.31,208,2.7,8.11,3.06,0.7433,0.54,46.16,82.03,Medium
4.37,2.14,155,0.34,5.94,7.44,0.4994,1.91,41.99,46.56,Low
4.88,2.4,238,1.58,6.49,3.8,0.6927,4.25,39.74,64.99,Medium
6.37,3.22,138,0.01,8.08,3.92,0.4566,1.83,37.1,60.8,Medium
8.55,5.22,387,5.23,10.0,1.18,1.0,2.19,44.13,75.98,High
7.07,4.73,251,0.82,7.87,0.65,0.7996,2.63,43.35,55.39,Medium
3.02,0.61,167,0.64,7.82,4.84,0.3885,0.56,32.22,37.87,Low
4.15,0.85,10,0.21,6.33,6.23,0.2007,2.6,43.27,27.51,Low
3.18,0.0,10,1.24,5.13,6.03,0.0608,2.63,20.98,21.7,Low
3.49,2.86,153,0.1,7.59,6.28,0.5759,2.27,44.45,63.04,Low
1.83,0.83,118,1.98,7.08,4.54,0.3796,1.47,34.96,50.64,Low
2.19,0.0,136,0.47,6.35,6.93,0.1471,1.31,30.24,25.74,Low
2.24,1.45,89,0.82,6.48,6.41,0.3712,1.72,6.65,37.79,Low
1.78,0.0,10,0.0,7.23,8.65,0.4364,2.23,33.88,26.72,Low
7.4,5.41,301,2.81,7.05,2.45,0.74,2.68,37.16,76.2,Medium
3.46,3.32,273,1.13,6.82,5.08,0.4812,3.55,29.97,65.25,Medium
3.97,2.38,154,2.01,6.19,6.06,0.5439,3.4,15.13,57.95,Low
6.13,3.26,232,1.41,7.81,2.97,0.7849,2.42,37.34,80.18,Medium
3.56,1.53,195,0.97,6.17,3.25,0.4445,0.97,30.72,28.14,Low
4.01,0.25,108,0.0,6.02,4.14,0.393,1.85,12.66,35.56,Low
5.54,5.14,231,1.43,7.2,2.88,0.8885,1.75,22.88,86.69,Medium
6.05,4.49,208,2.02,7.06,3.38,0.387,1.21,37.56,53.7,Medium
1.59,0.0,107,0.6,5.29,7.93,0.2273,2.89,33.53,45.83,Low
3.28,2.79,182,1.81,6.97,6.4,0.6937,2.78,30.95,44.08,Low
3.2,0.0,77,0.0,7.56,6.04,0.3832,2.8,37.13,38.61,Low
1.64,0.0,25,0.75,6.42,5.34,0.2911,3.44,22.22,17.89,Low
6.54,2.43,273,3.75,8.7,4.38,0.8025,0.82,34.09,52.9,Medium
8.98,3.51,254,2.17,9.02,0.61,0.8836,2.36,30.38,85.9,Medium
0.81,0.0,56,1.4,6.92,5.96,0.3,1.72,7.4,37.84,Low
4.39,3.26,140,1.24,7.34,2.69,0.6844,0.89,51.36,58.71,Medium
1.4,0.81,141,0.0,6.69,5.77,0.4238,2.73,38.06,27.97,Low
2.04,1.65,101,0.37,7.37,7.49,0.3704,3.36,13.64,43.13,Low
6.35,1.8,153,1.36,6.39,5.88,0.3987,2.67,28.6,53.69,Medium
3.77,0.97,101,0.0,5.06,5.63,0.2684,2.28,24.68,54.47,Low
2.48,2.73,105,0.56,7.42,2.64,0.511,2.3,27.5,47.56,Low
0.75,0.68,141,0.81,5.68,7.07,0.217,2.39,21.76,20.94,Low
5.12,1.22,234,1.22,6.37,3.42,0.475,0.79,35.16,62.46,Medium
4.56,2.98,181,1.43,6.98,5.25,0.4617,0.77,37.93,46.49,Medium
4.18,1.05,100,1.0,6.8,4.83,0.3578,1.99,32.83,55.85,Low
1.88,0.0,65,0.66,5.42,7.62,0.268,2.35,24.26,39.2,Low
2.7,0.96,110,0.19,6.84,5.63,0.3683,2.18,25.54,32.51,Low
5.9,2.22,182,1.79,8.15,3.78,0.6913,2.45,43.15,61.91,Medium
5.1,2.33,258,0.66,6.35,4.98,0.6951,1.63,37.14,70.6,Medium
0.0,0.88,78,1.25,7.53,9.63,0.2581,2.86,25.84,33.85,Low
3.92,2.5,50,0.57,5.8,6.18,0.6534,1.83,30.14,41.14,Low
4.48,2.23,224,2.5,9.07,3.74,0.7441,3.6,37.21,45.38,Medium
0.87,0.0,10,0.0,5.84,7.51,0.2165,2.58,16.97,17.24,Low
8.67,3.89,190,1.6,7.39,3.4,0.624,4.18,40.93,54.05,Medium
3.12,1.5,82,0.07,5.16,4.57,0.3994,2.55,15.93,48.26,Low
4.76,4.93,228,0.64,7.24,3.31,0.7328,1.62,28.74,47.35,Medium
3.58,2.04,134,0.0,6.8,4.99,0.4697,1.33,32.29,54.09,Low
0.97,0.44,17,0.0,6.03,8.69,0.2725,1.1,9.65,9.56,Low
1.25,0.0,10,0.0,5.74,5.83,0.1786,1.5,6.13,48.9,Low
4.82,2.84,152,1.21,6.27,6.93,0.5651,1.11,30.87,67.98,Medium
6.99,2.34,172,2.02,8.03,5.74,0.6863,2.32,14.33,55.31,Medium
0.83,0.09,46,0.0,6.57,6.39,0.2568,1.75,12.49,19.96,Low
5.85,3.13,224,0.81,8.55,4.04,0.5959,2.0,40.76,59.02,Medium
0.0,0.45,35,0.0,5.75,6.66,0.1693,3.78,19.64,21.21,Low
4.53,2.4,206,1.33,6.62,5.5,0.5767,1.93,42.52,36.27,Medium
0.48,0.0,103,1.14,7.05,8.45,0.3493,4.44,11.9,34.74,Low
2.2,1.76,70,1.49,5.38,4.92,0.3465,1.02,25.8,31.99,Low
3.74,1.43,187,1.61,6.05,2.63,0.3586,1.84,34.23,43.56,Low
3.45,0.93,43,0.82,7.45,7.35,0.3525,1.72,13.99,35.06,Low
4.33,1.12,147,2.05,5.87,6.06,0.3313,3.05,38.39,38.48,Low
4.52,3.29,210,2.07,6.05,1.81,0.5523,0.0,40.14,85.88,Medium
2.91,1.9,63,1.06,8.21,4.77,0.2582,0.73,11.02,35.99,Low
4.82,2.21,228,1.41,6.3,2.46,0.6998,1.64,33.8,66.94,Medium
0.23,2.25,10,0.0,6.58,5.61,0.4102,3.89,28.21,34.51,Low
4.8,0.97,122,0.88,7.32,3.72,0.6099,2.07,26.75,61.47,Medium
6.51,3.56,258,2.15,5.47,2.44,0.8095,0.22,22.41,75.91,Medium
1.97,0.0,10,0.0,5.55,7.73,0.124,1.54,20.43,21.74,Low
2.93,1.39,71,1.9,6.96,5.06,0.1862,3.91,48.13,40.71,Low
3.5,2.77,133,1.53,7.57,3.79,0.6674,1.21,29.02,60.91,Medium
2.92,1.64,101,1.78,7.62,5.56,0.4582,1.12,44.68,47.54,Low
5.97,2.97,195,0.95,6.88,3.97,0.6308,3.37,24.33,54.18,Medium
5.3,0.86,125,0.27,7.27,7.64,0.3309,3.19,29.14,31.82,Low
2.27,3.52,156,0.01,6.49,5.63,0.4355,3.25,38.15,50.69,Low
1.43,2.61,184,0.28,5.79,2.85,0.4829,1.1,29.14,50.08,Low
8.58,4.62,259,2.36,6.55,4.03,0.8985,0.12,32.86,71.54,Medium
4.98,1.42,140,1.21,5.96,5.53,0.637,2.06,38.53,55.62,Low
3.63,2.43,166,2.02,7.98,3.84,0.5168,2.23,50.6,52.73,Medium
3.82,1.08,61,0.82,5.58,3.38,0.2835,2.49,30.95,43.25,Low
0.0,0.26,107,0.33,6.98,5.74,0.2343,3.62,22.4,37.15,Low
3.14,1.71,160,2.37,6.57,5.64,0.5451,0.4,25.94,46.64,Low
5.18,2.05,209,1.24,7.12,2.73,0.4834,2.74,57.17,53.71,Medium
4.27,2.02,172,1.59,7.88,3.45,0.3833,1.03,29.24,45.49,Medium
3.36,1.36,161,0.91,6.79,4.43,0.6901,2.77,25.5,64.35,Low
8.25,6.83,370,3.23,8.53,1.54,0.7537,0.9,28.93,74.04,Medium
4.63,2.41,212,2.44,7.47,3.07,0.8235,0.92,16.1,69.03,Medium
3.65,1.73,183,0.91,6.72,5.36,0.4094,1.49,32.01,45.44,Low
5.33,4.59,245,0.08,9.44,1.54,0.6254,0.19,42.55,88.23,Medium
2.69,0.82,146,0.69,5.64,4.96,0.3936,2.16,23.99,41.72,Low
0.0,0.0,46,0.35,7.01,8.86,0.0201,1.84,19.66,26.38,Low
2.77,0.0,62,0.62,7.02,5.99,0.3425,3.09,13.25,35.03,Low
1.29,0.65,10,0.0,5.68,5.3,0.061,3.2,21.98,8.06,Low
3.02,1.49,173,0.0,8.13,4.82,0.2385,3.79,33.06,39.52,Low
4.08,1.43,146,0.44,5.53,3.37,0.4816,2.36,24.74,59.08,Low
5.61,4.22,231,2.67,7.42,2.89,0.6996,2.02,55.29,70.82,Medium
4.29,3.3,262,1.59,6.2,4.99,0.5858,3.3,23.26,32.7,Medium
3.5,1.09,114,1.8,7.22,2.84,0.3375,1.44,31.74,46.4,Low
8.8,2.49,223,1.55,6.52,4.89,0.6171,0.26,42.63,51.52,Medium
0.0,0.0,19,0.0,6.24,6.65,0.076,2.86,18.17,18.15,Low
6.23,1.18,145,1.2,6.97,6.99,0.5259,0.51,29.29,69.05,Medium
6.74,4.98,171,0.83,7.0,3.77,0.6792,4.22,19.57,69.26,Medium
1.38,0.0,42,0.0,6.57,5.35,0.2723,3.9,36.18,43.19,Low
8.4,4.55,170,2.26,7.36,1.57,0.613,3.82,34.02,61.54,Medium
5.12,2.72,166,1.41,6.3,5.01,0.5613,1.96,37.07,53.65,Medium
3.64,0.39,127,0.17,9.03,5.04,0.084,2.68,34.65,33.33,Low
5.2,2.94,190,0.21,6.93,3.91,0.6513,1.35,26.88,52.65,Medium
10.01,6.19,270,3.32,6.36,4.01,0.9241,2.2,39.38,74.79,Medium
5.68,2.08,228,0.93,6.42,3.68,0.438,0.73,44.25,39.66,Medium
3.75,3.57,174,1.64,6.11,4.72,0.5812,0.0,20.07,67.38,Medium
1.5,2.33,170,2.12,7.43,7.82,0.5254,1.35,48.98,22.19,Low
2.06,1.64,72,0.0,6.83,6.68,0.2824,0.8,18.3,50.95,Low
4.7,2.79,181,1.1,7.73,1.34,0.5716,3.23,22.36,74.92,Medium
2.21,0.0,92,0.15,6.28,7.04,0.3453,4.07,27.04,42.16,Low
5.63,1.49,147,2.22,6.81,3.15,0.3808,0.58,52.44,39.93,Medium
2.5,1.48,65,0.0,6.46,7.83,0.3384,3.44,8.5,27.01,Low
4.91,3.26,247,2.93,7.17,3.05,0.718,2.81,30.98,51.7,Medium
4.74,0.33,152,1.38,7.84,8.95,0.573,0.33,36.43,61.26,Low
7.09,3.55,159,1.75,7.79,5.64,0.5196,1.3,35.52,65.59,Medium
0.28,1.39,162,0.43,7.15,4.57,0.2183,1.57,31.27,31.91,Low
2.73,1.32,108,0.44,7.26,5.43,0.4622,2.83,21.47,57.43,Low
2.3,1.82,47,1.06,7.22,7.6,0.3905,1.06,19.11,52.16,Low
4.55,1.76,44,0.0,7.01,6.84,0.2494,2.03,26.29,41.07,Low
4.16,3.88,250,1.58,7.48,5.1,0.6204,1.2,20.59,56.75,Medium
3.26,2.92,159,1.3,8.33,5.74,0.7844,2.25,33.34,46.27,Medium
2.9,1.55,79,0.0,6.01,6.2,0.5044,2.06,21.5,32.02,Low
4.98,4.94,256,3.76,6.75,3.15,0.707,1.2,29.65,68.15,Medium
5.28,5.35,275,2.42,6.73,2.45,0.8218,1.38,39.98,73.88,Medium
4.08,1.53,181,1.82,7.35,5.67,0.3694,3.91,13.86,51.12,Low
7.53,4.56,232,3.41,6.46,2.73,1.0,1.02,37.09,75.41,Medium
1.73,0.49,56,0.0,6.98,6.6,0.2877,1.19,49.3,33.92,Low
0.0,0.62,58,1.41,6.29,8.06,0.1577,2.96,12.92,28.55,Low
1.52,0.02,10,0.0,7.02,4.59,0.1187,2.39,33.96,27.55,Low
8.52,3.41,278,1.58,7.21,3.22,0.9504,0.14,38.03,52.77,Medium
6.09,3.05,230,1.16,7.16,4.35,0.8517,4.04,27.24,59.07,Medium
2.52,0.0,184,1.42,7.87,7.59,0.5014,1.66,16.52,52.67,Low
4.32,3.86,123,1.4,8.25,2.29,0.6558,1.54,32.8,48.49,Medium
1.74,0.0,148,0.0,5.89,9.02,0.2792,2.5,38.91,28.32,Low
9.61,5.72,376,2.95,8.37,1.44,0.8854,3.0,38.34,82.18,Medium
5.06,1.88,160,0.32,7.3,5.54,0.6735,0.28,29.84,47.15,Medium
3.34,3.31,202,0.0,7.35,7.35,0.4597,2.24,40.65,51.7,Low
5.55,0.25,303,2.16,7.15,4.75,0.7987,3.87,37.04,62.18,Medium
5.51,2.7,131,1.94,8.27,4.88,0.7261,1.98,16.68,36.21,Medium
6.19,2.23,159,2.45,5.6,5.03,0.6062,0.7,32.11,59.89,Medium
3.26,0.36,10,0.0,6.27,5.46,0.5248,1.62,41.17,35.24,Low
5.89,4.43,195,1.93,7.59,4.25,0.8175,2.07,31.99,76.4,Medium
7.86,3.94,315,2.28,8.31,1.1,0.8589,2.77,12.0,66.31,Medium
8.38,4.79,256,3.03,8.75,2.92,0.6882,1.26,40.61,61.51,Medium
7.68,4.75,251,3.09,8.76,0.0,0.6322,2.35,35.98,71.87,Medium
1.94,2.49,27,0.76,6.52,6.41,0.6222,0.72,9.15,46.46,Low
3.7,0.0,86,0.0,7.55,6.3,0.2581,0.85,8.26,15.65,Low
4.59,1.08,198,1.67,6.37,4.68,0.5883,1.55,39.12,39.82,Medium
3.58,3.18,131,1.56,7.77,5.25,0.437,3.42,22.95,56.75,Low
5.61,4.07,255,1.33,9.0,1.21,0.8727,1.74,26.4,56.93,Medium
0.97,0.0,10,0.0,7.13,10.43,0.0915,2.8,21.18,38.31,Low
7.61,3.76,291,1.99,7.85,2.55,0.6867,1.82,31.21,68.4,Medium
3.92,2.15,122,2.09,6.66,5.02,0.4475,3.16,30.21,38.64,Low
3.52,2.2,85,1.58,5.56,4.19,0.3614,1.52,25.84,49.7,Low
4.02,0.0,39,0.0,6.74,6.55,0.3572,2.99,12.94,50.89,Low
1.98,0.0,10,0.0,5.28,9.56,0.1639,1.67,16.61,29.34,Low
5.88,3.76,231,2.68,6.78,5.32,0.7274,3.74,38.54,74.95,Medium
5.28,0.89,103,0.15,6.08,6.17,0.4856,1.18,30.79,67.87,Low
0.18,0.0,31,0.38,5.99,7.75,0.1755,1.5,22.73,21.43,Low
1.89,0.0,45,0.0,6.33,6.4,0.1826,2.94,42.9,39.96,Low
5.5,2.31,79,2.03,7.05,3.33,0.6373,2.18,35.63,29.73,Medium
7.08,4.63,355,1.72,7.35,2.19,0.8563,1.83,46.87,79.28,Medium
2.46,1.38,95,1.71,7.73,5.04,0.2497,2.31,27.04,45.39,Low
0.21,1.13,10,0.0,6.08,8.83,0.1474,1.36,24.69,39.88,Low
2.2,2.27,91,1.01,6.25,5.83,0.4605,3.69,24.46,58.04,Low
2.51,3.21,200,0.0,7.04,7.83,0.63,2.98,36.41,51.61,Low
0.0,0.0,10,0.0,7.22,10.84,0.0635,4.17,15.41,12.53,Low
2.2,1.88,108,0.78,7.24,4.4,0.397,1.49,31.95,54.27,Low
3.56,0.04,176,1.01,6.59,2.65,0.6956,2.49,30.45,47.15,Low
6.48,2.81,214,0.66,6.13,6.03,0.6361,1.99,33.3,59.83,Medium
6.61,4.52,308,1.61,7.75,4.27,0.9944,2.57,68.63,92.16,Medium
8.08,4.32,226,2.35,7.75,1.26,0.6098,2.82,28.97,82.53,Medium
4.08,1.64,99,1.24,6.56,7.67,0.2064,2.27,21.9,44.55,Low
3.02,0.96,75,0.0,5.11,7.23,0.1379,0.81,31.41,35.78,Low
8.36,6.56,334,3.68,7.61,1.38,0.6896,3.01,36.92,89.42,Medium
5.14,4.24,227,0.11,8.19,7.33,0.7231,2.54,27.38,34.77,Medium
